"data.country","data.iso_code","data.gid_0","data.survey_date","anxious_7d","depressed_7d","finance","food_security","worried_become_ill"
"Ecuador","ECU","ECU",2022-04-13,0.039955,0.066429,0.721631,0.525405,NA
"Ecuador","ECU","ECU",2022-04-14,0.070885,0.066692,0.658441,0.497088,NA
"Egypt","EGY","EGY",2020-04-23,0.069979,0.17735,NA,NA,NA
"Egypt","EGY","EGY",2020-04-24,0.07464,0.167433,NA,NA,NA
"Egypt","EGY","EGY",2020-04-25,0.073939,0.164391,NA,NA,NA
"Egypt","EGY","EGY",2020-04-26,0.081463,0.197241,NA,NA,NA
"Egypt","EGY","EGY",2020-04-27,0.069625,0.155706,NA,NA,NA
"Egypt","EGY","EGY",2020-04-28,0.085326,0.16887,NA,NA,NA
"Egypt","EGY","EGY",2020-04-29,0.071093,0.145201,NA,NA,NA
"Egypt","EGY","EGY",2020-05-01,0.080305,0.138901,NA,NA,NA
"Egypt","EGY","EGY",2020-05-02,0.049757,0.140758,NA,NA,NA
"Egypt","EGY","EGY",2020-05-03,0.081081,0.170895,0.6175,NA,NA
"Egypt","EGY","EGY",2020-05-04,0.097159,0.17603,0.555223,NA,NA
"Egypt","EGY","EGY",2020-05-05,0.091627,0.14671,0.534267,NA,NA
"Egypt","EGY","EGY",2020-05-06,0.082937,0.147911,0.530869,NA,NA
"Egypt","EGY","EGY",2020-05-07,0.078615,0.165038,0.538031,NA,NA
"Egypt","EGY","EGY",2020-05-08,0.090696,0.165564,0.531207,NA,NA
"Egypt","EGY","EGY",2020-05-09,0.101453,0.181916,0.549888,NA,NA
"Egypt","EGY","EGY",2020-05-10,0.084281,0.166815,0.548596,NA,NA
"Egypt","EGY","EGY",2020-05-11,0.09051,0.176467,0.555026,NA,NA
"Egypt","EGY","EGY",2020-05-12,0.090844,0.173888,0.56265,NA,NA
"Egypt","EGY","EGY",2020-05-13,0.106218,0.177021,0.586777,NA,NA
"Egypt","EGY","EGY",2020-05-14,0.103293,0.20205,0.558018,NA,NA
"Egypt","EGY","EGY",2020-05-15,0.103968,0.202523,0.544824,NA,NA
"Egypt","EGY","EGY",2020-05-16,0.097012,0.190426,0.555212,NA,NA
"Egypt","EGY","EGY",2020-05-17,0.095333,0.183884,0.544533,NA,NA
"Egypt","EGY","EGY",2020-05-18,0.082792,0.181775,0.555662,NA,NA
"Egypt","EGY","EGY",2020-05-19,0.080364,0.196475,0.53504,NA,NA
"Egypt","EGY","EGY",2020-05-20,0.082891,0.176558,0.550214,NA,NA
"Egypt","EGY","EGY",2020-05-21,0.09887,0.179115,0.527039,NA,NA
"Egypt","EGY","EGY",2020-05-22,0.084165,0.161822,0.556348,NA,NA
"Egypt","EGY","EGY",2020-05-23,0.091997,0.17097,0.518766,NA,NA
"Egypt","EGY","EGY",2020-05-24,0.088722,0.139931,0.524175,NA,NA
"Egypt","EGY","EGY",2020-05-25,0.074658,0.174733,0.519555,NA,NA
"Egypt","EGY","EGY",2020-05-26,0.077639,0.170665,0.494621,NA,NA
"Egypt","EGY","EGY",2020-05-27,0.099359,0.183516,0.513524,NA,NA
"Egypt","EGY","EGY",2020-05-28,0.0989,0.184401,0.554334,NA,NA
"Egypt","EGY","EGY",2020-05-29,0.102071,0.196763,0.56484,NA,NA
"Egypt","EGY","EGY",2020-05-30,0.100361,0.174958,0.559132,NA,NA
"Egypt","EGY","EGY",2020-05-31,0.126622,0.216652,0.547843,NA,NA
"Egypt","EGY","EGY",2020-06-01,0.108747,0.190709,0.547095,NA,NA
"Egypt","EGY","EGY",2020-06-02,0.103407,0.195517,0.549908,NA,NA
"Egypt","EGY","EGY",2020-06-03,0.097168,0.172188,0.531019,NA,NA
"Egypt","EGY","EGY",2020-06-04,0.109049,0.204201,0.519722,NA,NA
"Egypt","EGY","EGY",2020-06-05,0.097506,0.184109,0.509313,NA,NA
"Egypt","EGY","EGY",2020-06-06,0.101798,0.195719,0.507621,NA,NA
"Egypt","EGY","EGY",2020-06-07,0.089984,0.175708,0.514495,NA,NA
"Egypt","EGY","EGY",2020-06-08,0.116373,0.210987,0.527752,NA,NA
"Egypt","EGY","EGY",2020-06-09,0.093261,0.171878,0.487992,NA,NA
"Egypt","EGY","EGY",2020-06-10,0.099953,0.184666,0.513365,NA,NA
"Egypt","EGY","EGY",2020-06-11,0.106425,0.212734,0.518189,NA,NA
"Egypt","EGY","EGY",2020-06-12,0.105487,0.195956,0.519344,NA,NA
"Egypt","EGY","EGY",2020-06-13,0.101141,0.187812,0.5248,NA,NA
"Egypt","EGY","EGY",2020-06-14,0.111139,0.198251,0.482769,NA,NA
"Egypt","EGY","EGY",2020-06-15,0.115533,0.20522,0.518678,NA,NA
"Egypt","EGY","EGY",2020-06-16,0.118141,0.202908,0.54016,NA,NA
"Egypt","EGY","EGY",2020-06-17,0.114286,0.174266,0.529877,NA,NA
"Egypt","EGY","EGY",2020-06-18,0.096823,0.209625,0.506481,NA,NA
"Egypt","EGY","EGY",2020-06-19,0.1149,0.199031,0.518036,NA,NA
"Egypt","EGY","EGY",2020-06-20,0.097813,0.167407,0.502975,NA,NA
"Egypt","EGY","EGY",2020-06-21,0.108049,0.181164,0.524136,NA,NA
"Egypt","EGY","EGY",2020-06-22,0.097161,0.203529,0.478382,NA,NA
"Egypt","EGY","EGY",2020-06-23,0.116115,0.222902,0.535512,NA,NA
"Egypt","EGY","EGY",2020-06-24,0.115017,0.20061,0.505753,NA,NA
"Egypt","EGY","EGY",2020-06-25,0.129526,0.221667,0.520351,NA,NA
"Egypt","EGY","EGY",2020-06-26,0.087536,0.177836,0.46487,NA,NA
"Egypt","EGY","EGY",2020-06-27,0.103908,0.192611,0.510845,NA,NA
"Egypt","EGY","EGY",2020-06-28,0.105602,0.195484,0.503464,NA,NA
"Egypt","EGY","EGY",2020-06-29,0.110212,0.18912,0.488024,NA,NA
"Egypt","EGY","EGY",2020-06-30,0.118169,0.216914,0.499988,NA,NA
"Egypt","EGY","EGY",2020-07-01,0.100602,0.197947,0.497518,NA,NA
"Egypt","EGY","EGY",2020-07-02,0.117865,0.17655,0.509773,NA,NA
"Egypt","EGY","EGY",2020-07-03,0.128228,0.175101,0.466447,NA,NA
"Egypt","EGY","EGY",2020-07-04,0.114054,0.177136,0.477976,NA,NA
"Egypt","EGY","EGY",2020-07-05,0.118205,0.192008,0.501673,NA,NA
"Egypt","EGY","EGY",2020-07-06,0.110055,0.175655,0.506574,NA,NA
"Egypt","EGY","EGY",2020-07-07,0.108789,0.184318,0.494796,NA,NA
"Egypt","EGY","EGY",2020-07-08,0.118307,0.19739,0.478501,NA,NA
"Egypt","EGY","EGY",2020-07-09,0.141662,0.209409,0.487169,NA,NA
"Egypt","EGY","EGY",2020-07-10,0.109281,0.196649,0.460539,NA,NA
"Egypt","EGY","EGY",2020-07-11,0.108751,0.201324,0.472769,NA,NA
"Egypt","EGY","EGY",2020-07-12,0.099936,0.196944,0.469914,NA,NA
"Egypt","EGY","EGY",2020-07-13,0.092485,0.188961,0.509726,NA,NA
"Egypt","EGY","EGY",2020-07-14,0.095843,0.185365,0.500612,NA,NA
"Egypt","EGY","EGY",2020-07-15,0.099765,0.172833,0.490895,NA,NA
"Egypt","EGY","EGY",2020-07-16,0.121886,0.209446,0.498073,NA,NA
"Egypt","EGY","EGY",2020-07-17,0.145393,0.220481,0.493698,NA,NA
"Egypt","EGY","EGY",2020-07-18,0.136453,0.226098,0.468515,NA,NA
"Egypt","EGY","EGY",2020-07-19,0.11384,0.192367,0.509746,NA,NA
"Egypt","EGY","EGY",2020-07-20,0.112995,0.192912,0.513593,NA,NA
"Egypt","EGY","EGY",2020-07-21,0.1199,0.195355,0.504287,NA,NA
"Egypt","EGY","EGY",2020-07-22,0.101123,0.160666,0.462585,NA,NA
"Egypt","EGY","EGY",2020-07-23,0.116834,0.194827,0.479808,NA,NA
"Egypt","EGY","EGY",2020-07-24,0.137525,0.213079,0.446573,NA,NA
"Egypt","EGY","EGY",2020-07-25,0.11169,0.187346,0.501764,NA,NA
"Egypt","EGY","EGY",2020-07-26,0.096688,0.181896,0.46358,NA,NA
"Egypt","EGY","EGY",2020-07-27,0.108792,0.174323,0.460921,NA,NA
"Egypt","EGY","EGY",2020-07-28,0.112301,0.170466,0.487459,NA,NA
"Egypt","EGY","EGY",2020-07-29,0.128025,0.21252,0.463652,NA,NA
"Egypt","EGY","EGY",2020-07-30,0.128723,0.201694,0.486685,NA,NA
"Egypt","EGY","EGY",2020-07-31,0.098247,0.155436,0.426893,NA,NA
"Egypt","EGY","EGY",2020-08-01,0.111853,0.226584,0.50658,NA,NA
"Egypt","EGY","EGY",2020-08-02,0.100532,0.19012,0.428638,NA,NA
"Egypt","EGY","EGY",2020-08-03,0.081347,0.177774,0.427325,NA,NA
"Egypt","EGY","EGY",2020-08-04,0.114929,0.187421,0.467902,NA,NA
"Egypt","EGY","EGY",2020-08-05,0.109956,0.170642,0.441105,NA,NA
"Egypt","EGY","EGY",2020-08-06,0.104528,0.193062,0.471322,NA,NA
"Egypt","EGY","EGY",2020-08-07,0.086946,0.164889,0.428649,NA,NA
"Egypt","EGY","EGY",2020-08-08,0.096007,0.152779,0.498106,NA,NA
"Egypt","EGY","EGY",2020-08-09,0.106413,0.170359,0.439185,NA,NA
"Egypt","EGY","EGY",2020-08-10,0.096299,0.168543,0.483778,NA,NA
"Egypt","EGY","EGY",2020-08-11,0.126161,0.189006,0.477252,NA,NA
"Egypt","EGY","EGY",2020-08-12,0.07934,0.184535,0.483489,NA,NA
"Egypt","EGY","EGY",2020-08-13,0.121864,0.212622,0.541693,NA,NA
"Egypt","EGY","EGY",2020-08-14,0.104972,0.222864,0.503011,NA,NA
"Egypt","EGY","EGY",2020-08-15,0.123769,0.201072,0.479623,NA,NA
"Egypt","EGY","EGY",2020-08-16,0.113224,0.179858,0.445956,NA,NA
"Egypt","EGY","EGY",2020-08-17,0.115519,0.231926,0.473826,NA,NA
"Egypt","EGY","EGY",2020-08-18,0.132076,0.202255,0.501643,NA,NA
"Egypt","EGY","EGY",2020-08-19,0.113923,0.208675,0.488449,NA,NA
"Egypt","EGY","EGY",2020-08-20,0.094606,0.186162,0.448357,NA,NA
"Egypt","EGY","EGY",2020-08-21,0.09636,0.170028,0.490861,NA,NA
"Egypt","EGY","EGY",2020-08-22,0.095833,0.18695,0.499513,NA,NA
"Egypt","EGY","EGY",2020-08-23,0.119872,0.19959,0.472388,NA,NA
"Egypt","EGY","EGY",2020-08-24,0.112105,0.180107,0.478813,NA,NA
"Egypt","EGY","EGY",2020-08-25,0.128892,0.2372,0.485294,NA,NA
"Egypt","EGY","EGY",2020-08-26,0.085701,0.185938,0.485516,NA,NA
"Egypt","EGY","EGY",2020-08-27,0.123163,0.194481,0.469412,NA,NA
"Egypt","EGY","EGY",2020-08-28,0.137311,0.200393,0.49131,NA,NA
"Egypt","EGY","EGY",2020-08-29,0.121201,0.192447,0.519424,NA,NA
"Egypt","EGY","EGY",2020-08-30,0.102875,0.182086,0.45862,NA,NA
"Egypt","EGY","EGY",2020-08-31,0.094745,0.197269,0.480395,NA,NA
"Egypt","EGY","EGY",2020-09-01,0.126147,0.192129,0.485107,NA,NA
"Egypt","EGY","EGY",2020-09-02,0.130103,0.191336,0.536331,NA,NA
"Egypt","EGY","EGY",2020-09-03,0.116722,0.206872,0.527689,NA,NA
"Egypt","EGY","EGY",2020-09-04,0.118273,0.223604,0.503959,NA,NA
"Egypt","EGY","EGY",2020-09-05,0.138219,0.191699,0.53462,NA,NA
"Egypt","EGY","EGY",2020-09-06,0.113114,0.189738,0.499546,NA,NA
"Egypt","EGY","EGY",2020-09-07,0.146445,0.252242,0.532507,NA,NA
"Egypt","EGY","EGY",2020-09-08,0.11717,0.20661,0.520207,NA,NA
"Egypt","EGY","EGY",2020-09-09,0.117603,0.22069,0.463878,NA,NA
"Egypt","EGY","EGY",2020-09-10,0.11497,0.183318,0.471327,NA,NA
"Egypt","EGY","EGY",2020-09-11,0.103757,0.221711,0.469187,NA,NA
"Egypt","EGY","EGY",2020-09-12,0.110324,0.196894,0.483819,NA,NA
"Egypt","EGY","EGY",2020-09-13,0.152806,0.214753,0.516933,NA,NA
"Egypt","EGY","EGY",2020-09-14,0.113804,0.172248,0.478274,NA,NA
"Egypt","EGY","EGY",2020-09-15,0.116669,0.178527,0.521489,NA,NA
"Egypt","EGY","EGY",2020-09-16,0.125979,0.228002,0.530161,NA,NA
"Egypt","EGY","EGY",2020-09-17,0.13213,0.218513,0.51798,NA,NA
"Egypt","EGY","EGY",2020-09-18,0.100701,0.198835,0.503161,NA,NA
"Egypt","EGY","EGY",2020-09-19,0.11113,0.19745,0.440583,NA,NA
"Egypt","EGY","EGY",2020-09-20,0.098044,0.189471,0.451535,NA,NA
"Egypt","EGY","EGY",2020-09-21,0.105089,0.187871,0.491711,NA,NA
"Egypt","EGY","EGY",2020-09-22,0.124157,0.212682,0.509903,NA,NA
"Egypt","EGY","EGY",2020-09-23,0.130321,0.185948,0.473916,NA,NA
"Egypt","EGY","EGY",2020-09-24,0.102949,0.198203,0.490464,NA,NA
"Egypt","EGY","EGY",2020-09-25,0.112366,0.210918,0.455162,NA,NA
"Egypt","EGY","EGY",2020-09-26,0.113349,0.21073,0.518007,NA,NA
"Egypt","EGY","EGY",2020-09-27,0.120758,0.226725,0.482184,NA,NA
"Egypt","EGY","EGY",2020-09-28,0.125361,0.212682,0.510817,NA,NA
"Egypt","EGY","EGY",2020-09-29,0.121927,0.15772,0.524411,NA,NA
"Egypt","EGY","EGY",2020-09-30,0.102308,0.196631,0.558162,NA,NA
"Egypt","EGY","EGY",2020-10-01,0.13825,0.175117,0.507271,NA,NA
"Egypt","EGY","EGY",2020-10-02,0.109853,0.172249,0.458281,NA,NA
"Egypt","EGY","EGY",2020-10-03,0.110701,0.179358,0.481585,NA,NA
"Egypt","EGY","EGY",2020-10-04,0.140467,0.19064,0.496114,NA,NA
"Egypt","EGY","EGY",2020-10-05,0.118585,0.191299,0.518758,NA,NA
"Egypt","EGY","EGY",2020-10-06,0.11374,0.193266,0.507698,NA,NA
"Egypt","EGY","EGY",2020-10-07,0.126809,0.204346,0.485192,NA,NA
"Egypt","EGY","EGY",2020-10-08,0.128225,0.190356,0.458991,NA,NA
"Egypt","EGY","EGY",2020-10-09,0.1027,0.180536,0.457716,NA,NA
"Egypt","EGY","EGY",2020-10-10,0.093497,0.206553,0.494884,NA,NA
"Egypt","EGY","EGY",2020-10-11,0.123827,0.207231,0.524568,NA,NA
"Egypt","EGY","EGY",2020-10-12,0.148401,0.203791,0.505119,NA,NA
"Egypt","EGY","EGY",2020-10-13,0.09031,0.180236,0.445406,NA,NA
"Egypt","EGY","EGY",2020-10-14,0.084756,0.190519,0.527737,NA,NA
"Egypt","EGY","EGY",2020-10-15,0.142152,0.197016,0.538468,NA,NA
"Egypt","EGY","EGY",2020-10-16,0.092253,0.187482,0.498512,NA,NA
"Egypt","EGY","EGY",2020-10-17,0.125534,0.209517,0.431252,NA,NA
"Egypt","EGY","EGY",2020-10-18,0.11096,0.190554,0.527317,NA,NA
"Egypt","EGY","EGY",2020-10-19,0.113984,0.194373,0.457494,NA,NA
"Egypt","EGY","EGY",2020-10-20,0.115303,0.153228,0.50688,NA,NA
"Egypt","EGY","EGY",2020-10-21,0.12451,0.204671,0.533072,NA,NA
"Egypt","EGY","EGY",2020-10-22,0.08966,0.144971,0.560638,NA,NA
"Egypt","EGY","EGY",2020-10-23,0.125203,0.171986,0.51123,NA,NA
"Egypt","EGY","EGY",2020-10-24,0.092933,0.178523,0.510173,NA,NA
"Egypt","EGY","EGY",2020-10-25,0.113967,0.190093,0.523171,NA,NA
"Egypt","EGY","EGY",2020-10-26,0.066147,0.177822,0.474154,NA,NA
"Egypt","EGY","EGY",2020-10-27,0.113497,0.232372,0.521578,NA,NA
"Egypt","EGY","EGY",2020-10-28,0.087328,0.180822,0.485498,NA,NA
"Egypt","EGY","EGY",2020-10-29,0.14109,0.184746,0.475929,NA,NA
"Egypt","EGY","EGY",2020-10-30,0.09906,0.216718,0.44808,NA,NA
"Egypt","EGY","EGY",2020-10-31,0.084382,0.186416,0.543095,NA,NA
"Egypt","EGY","EGY",2020-11-01,0.084247,0.175268,0.522368,NA,NA
"Egypt","EGY","EGY",2020-11-02,0.097453,0.169885,0.466429,NA,NA
"Egypt","EGY","EGY",2020-11-03,0.123684,0.173828,0.506583,NA,NA
"Egypt","EGY","EGY",2020-11-04,0.136235,0.225148,0.536775,NA,NA
"Egypt","EGY","EGY",2020-11-05,0.12338,0.198602,0.493582,NA,NA
"Egypt","EGY","EGY",2020-11-06,0.124105,0.215478,0.521763,NA,NA
"Egypt","EGY","EGY",2020-11-07,0.115208,0.197272,0.548665,NA,NA
"Egypt","EGY","EGY",2020-11-08,0.12602,0.162161,0.551267,NA,NA
"Egypt","EGY","EGY",2020-11-09,0.139103,0.191701,0.548223,NA,NA
"Egypt","EGY","EGY",2020-11-10,0.100145,0.144286,0.500387,NA,NA
"Egypt","EGY","EGY",2020-11-11,0.117214,0.193781,0.488477,NA,NA
"Egypt","EGY","EGY",2020-11-12,0.137697,0.180234,0.495039,NA,NA
"Egypt","EGY","EGY",2020-11-13,0.11923,0.163612,0.464496,NA,NA
"Egypt","EGY","EGY",2020-11-14,0.119276,0.183113,0.50711,NA,NA
"Egypt","EGY","EGY",2020-11-15,0.115522,0.202888,0.446817,NA,NA
"Egypt","EGY","EGY",2020-11-16,0.133676,0.20045,0.529463,NA,NA
"Egypt","EGY","EGY",2020-11-17,0.093494,0.192889,0.529194,NA,NA
"Egypt","EGY","EGY",2020-11-18,0.118024,0.193303,0.531913,NA,NA
"Egypt","EGY","EGY",2020-11-19,0.099623,0.197249,0.524712,NA,NA
"Egypt","EGY","EGY",2020-11-20,0.105027,0.167085,0.506929,NA,NA
"Egypt","EGY","EGY",2020-11-21,0.114488,0.197017,0.514579,NA,NA
"Egypt","EGY","EGY",2020-11-22,0.108431,0.1736,0.480409,NA,NA
"Egypt","EGY","EGY",2020-11-23,0.138243,0.201337,0.499068,0.168112,0.67455
"Egypt","EGY","EGY",2020-11-24,0.135555,0.226494,0.486888,0.203477,0.660919
"Egypt","EGY","EGY",2020-11-25,0.143395,0.20258,0.503652,0.21676,0.70956
"Egypt","EGY","EGY",2020-11-26,0.130528,0.175528,0.480944,0.198425,0.710242
"Egypt","EGY","EGY",2020-11-27,0.123876,0.166664,0.504278,0.196514,0.691659
"Egypt","EGY","EGY",2020-11-28,0.13295,0.187096,0.550844,0.258419,0.708652
"Egypt","EGY","EGY",2020-11-29,0.114033,0.187201,0.505671,0.19507,0.667857
"Egypt","EGY","EGY",2020-11-30,0.11412,0.189927,0.503674,0.236348,0.675614
"Egypt","EGY","EGY",2020-12-01,0.125468,0.19428,0.532501,0.207829,0.65493
"Egypt","EGY","EGY",2020-12-02,0.163142,0.260703,0.517299,0.203051,0.695802
"Egypt","EGY","EGY",2020-12-03,0.150261,0.229224,0.517617,0.201279,0.693608
"Egypt","EGY","EGY",2020-12-04,0.127892,0.191833,0.562002,0.231432,0.72216
"Egypt","EGY","EGY",2020-12-05,0.117273,0.179779,0.488082,0.240673,0.694513
"Egypt","EGY","EGY",2020-12-06,0.154037,0.209179,0.484821,0.210151,0.696097
"Egypt","EGY","EGY",2020-12-07,0.12021,0.177178,0.537888,0.217578,0.686159
"Egypt","EGY","EGY",2020-12-08,0.098889,0.154152,0.521067,0.167358,0.660387
"Egypt","EGY","EGY",2020-12-09,0.140391,0.241914,0.502705,0.192507,0.724622
"Egypt","EGY","EGY",2020-12-10,0.135613,0.180544,0.49163,0.196631,0.675243
"Egypt","EGY","EGY",2020-12-11,0.1437,0.200377,0.472886,0.197351,0.720187
"Egypt","EGY","EGY",2020-12-12,0.142279,0.241843,0.530798,0.209284,0.729321
"Egypt","EGY","EGY",2020-12-13,0.140034,0.194156,0.520928,0.228333,0.7564
"Egypt","EGY","EGY",2020-12-14,0.151625,0.203971,0.516744,0.210392,0.701237
"Egypt","EGY","EGY",2020-12-15,0.105622,0.186378,0.484871,0.217884,0.71419
"Egypt","EGY","EGY",2020-12-16,0.144624,0.213134,0.528833,0.239278,0.716402
"Egypt","EGY","EGY",2020-12-17,0.142331,0.213068,0.518665,0.219815,0.703982
"Egypt","EGY","EGY",2020-12-18,0.137831,0.19916,0.531576,0.206813,0.750441
"Egypt","EGY","EGY",2020-12-19,0.139147,0.199573,0.540061,0.241752,0.736655
"Egypt","EGY","EGY",2020-12-20,0.127851,0.156346,0.531196,0.218617,0.681173
"Egypt","EGY","EGY",2020-12-21,0.153299,0.195968,0.54436,0.265265,0.759235
"Egypt","EGY","EGY",2020-12-22,0.143376,0.205741,0.51706,0.235988,0.759856
"Egypt","EGY","EGY",2020-12-23,0.120072,0.202317,0.52904,0.233165,0.771785
"Egypt","EGY","EGY",2020-12-24,0.146445,0.226073,0.529422,0.212943,0.743757
"Egypt","EGY","EGY",2020-12-25,0.134749,0.199564,0.5063,0.219198,0.800551
"Egypt","EGY","EGY",2020-12-26,0.145528,0.195423,0.568877,0.24655,0.773677
"Egypt","EGY","EGY",2020-12-27,0.11366,0.192859,0.530405,0.219019,0.781657
"Egypt","EGY","EGY",2020-12-28,0.135883,0.208435,0.539746,0.25098,0.794863
"Egypt","EGY","EGY",2020-12-29,0.146355,0.201933,0.534459,0.277268,0.783965
"Egypt","EGY","EGY",2020-12-30,0.147885,0.225601,0.575127,0.261827,0.821103
"Egypt","EGY","EGY",2020-12-31,0.155124,0.216166,0.536146,0.252978,0.807922
"Egypt","EGY","EGY",2021-01-01,0.140578,0.179393,0.512649,0.246339,0.770885
"Egypt","EGY","EGY",2021-01-02,0.110563,0.183782,0.543939,0.240443,0.76851
"Egypt","EGY","EGY",2021-01-03,0.140454,0.205663,0.534127,0.22088,0.778775
"Egypt","EGY","EGY",2021-01-04,0.153334,0.209532,0.539418,0.27436,0.779977
"Egypt","EGY","EGY",2021-01-05,0.125049,0.197111,0.533656,0.224564,0.77082
"Egypt","EGY","EGY",2021-01-06,0.126213,0.200557,0.498268,0.221509,0.782659
"Egypt","EGY","EGY",2021-01-07,0.11292,0.173129,0.513367,0.215408,0.726894
"Egypt","EGY","EGY",2021-01-08,0.148557,0.203231,0.51709,0.217628,0.800183
"Egypt","EGY","EGY",2021-01-09,0.13298,0.181897,0.498971,0.233384,0.752646
"Egypt","EGY","EGY",2021-01-10,0.196158,0.214571,0.526865,0.209443,0.757261
"Egypt","EGY","EGY",2021-01-11,0.121105,0.195863,0.504646,0.213462,0.769929
"Egypt","EGY","EGY",2021-01-12,0.145066,0.215631,0.531235,0.243592,0.747668
"Egypt","EGY","EGY",2021-01-13,0.147652,0.199823,0.483164,0.227391,0.777395
"Egypt","EGY","EGY",2021-01-14,0.132056,0.174816,0.465691,0.235554,0.780665
"Egypt","EGY","EGY",2021-01-15,0.132491,0.234398,0.502387,0.235895,0.76199
"Egypt","EGY","EGY",2021-01-16,0.16512,0.208907,0.501205,0.233182,0.795382
"Egypt","EGY","EGY",2021-01-17,0.152549,0.206652,0.523716,0.262583,0.773828
"Egypt","EGY","EGY",2021-01-18,0.1509,0.204684,0.496207,0.228553,0.714844
"Egypt","EGY","EGY",2021-01-19,0.109967,0.225036,0.520759,0.2333,0.79826
"Egypt","EGY","EGY",2021-01-20,0.113534,0.204415,0.539134,0.220191,0.754228
"Egypt","EGY","EGY",2021-01-21,0.139736,0.18875,0.50101,0.241622,0.770722
"Egypt","EGY","EGY",2021-01-22,0.137487,0.163662,0.421923,0.223892,0.741586
"Egypt","EGY","EGY",2021-01-23,0.129069,0.182626,0.506449,0.223546,0.730507
"Egypt","EGY","EGY",2021-01-24,0.119703,0.210987,0.472121,0.189561,0.748188
"Egypt","EGY","EGY",2021-01-25,0.106702,0.19294,0.501097,0.20825,0.763917
"Egypt","EGY","EGY",2021-01-26,0.136201,0.215993,0.517263,0.203353,0.742707
"Egypt","EGY","EGY",2021-01-27,0.129295,0.193398,0.506309,0.230628,0.731228
"Egypt","EGY","EGY",2021-01-28,0.099463,0.150706,0.465724,0.202485,0.721351
"Egypt","EGY","EGY",2021-01-29,0.158939,0.211253,0.4707,0.170487,0.746053
"Egypt","EGY","EGY",2021-01-30,0.104449,0.174313,0.495527,0.202913,0.756369
"Egypt","EGY","EGY",2021-01-31,0.091635,0.177967,0.461362,0.227601,0.749436
"Egypt","EGY","EGY",2021-02-01,0.134179,0.213756,0.459607,0.209491,0.706851
"Egypt","EGY","EGY",2021-02-02,0.099621,0.245102,0.47888,0.161918,0.704138
"Egypt","EGY","EGY",2021-02-03,0.112828,0.230367,0.502213,0.216901,0.739669
"Egypt","EGY","EGY",2021-02-04,0.112942,0.149629,0.485323,0.197075,0.739391
"Egypt","EGY","EGY",2021-02-05,0.080301,0.142002,0.413639,0.15354,0.725589
"Egypt","EGY","EGY",2021-02-06,0.124732,0.18168,0.498383,0.170942,0.762685
"Egypt","EGY","EGY",2021-02-07,0.120948,0.155495,0.464623,0.222302,0.680934
"Egypt","EGY","EGY",2021-02-08,0.109236,0.219628,0.413888,0.189878,0.712559
"Egypt","EGY","EGY",2021-02-09,0.114459,0.209586,0.485816,0.23009,0.727976
"Egypt","EGY","EGY",2021-02-10,0.134744,0.163894,0.486646,0.184658,0.731754
"Egypt","EGY","EGY",2021-02-11,0.092238,0.182026,0.467502,0.223681,0.706302
"Egypt","EGY","EGY",2021-02-12,0.129229,0.175302,0.475687,0.180856,0.700702
"Egypt","EGY","EGY",2021-02-13,0.160907,0.203071,0.545673,0.253194,0.737875
"Egypt","EGY","EGY",2021-02-14,0.129306,0.189418,0.465177,0.17942,0.694503
"Egypt","EGY","EGY",2021-02-15,0.119045,0.183215,0.509304,0.260587,0.744558
"Egypt","EGY","EGY",2021-02-16,0.111664,0.183936,0.452461,0.160576,0.712309
"Egypt","EGY","EGY",2021-02-17,0.121924,0.204929,0.526214,0.206799,0.660953
"Egypt","EGY","EGY",2021-02-18,0.118377,0.20385,0.452152,0.248728,0.729419
"Egypt","EGY","EGY",2021-02-19,0.143345,0.187202,0.470162,0.179823,0.689396
"Egypt","EGY","EGY",2021-02-20,0.077949,0.152746,0.423354,0.133805,0.71296
"Egypt","EGY","EGY",2021-02-21,0.121234,0.186404,0.417012,0.191306,0.739462
"Egypt","EGY","EGY",2021-02-22,0.131702,0.173207,0.518355,0.211905,0.717098
"Egypt","EGY","EGY",2021-02-23,0.143225,0.212614,0.465485,0.168725,0.710611
"Egypt","EGY","EGY",2021-02-24,0.14107,0.195183,0.489962,0.214906,0.711063
"Egypt","EGY","EGY",2021-02-25,0.115583,0.18847,0.473604,0.204713,0.691227
"Egypt","EGY","EGY",2021-02-26,0.127274,0.231898,0.522366,0.178023,0.72051
"Egypt","EGY","EGY",2021-02-27,0.137405,0.234688,0.530197,0.17116,0.678299
"Egypt","EGY","EGY",2021-02-28,0.154572,0.236354,0.457481,0.195491,0.755182
"Egypt","EGY","EGY",2021-03-01,0.096927,0.146648,0.427022,0.183058,0.73492
"Egypt","EGY","EGY",2021-03-02,0.144288,0.178135,0.454762,0.20322,0.714931
"Egypt","EGY","EGY",2021-03-03,0.163161,0.199093,0.485623,0.204125,0.726315
"Egypt","EGY","EGY",2021-03-04,0.113814,0.180709,0.518029,0.238676,0.712699
"Egypt","EGY","EGY",2021-03-05,0.128025,0.162925,0.406847,0.192644,0.74366
"Egypt","EGY","EGY",2021-03-06,0.115401,0.174916,0.429068,0.227429,0.738834
"Egypt","EGY","EGY",2021-03-07,0.162551,0.198782,0.507122,0.201198,0.718758
"Egypt","EGY","EGY",2021-03-08,0.135522,0.221668,0.462882,0.17851,0.745227
"Egypt","EGY","EGY",2021-03-09,0.154302,0.209782,0.470803,0.188694,0.746539
